epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.2902,0.86199,13.7153,0.35652,0,0,0,0,nan,nan,nan,1.818e-05,1.818e-05,1.818e-05
