epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,64.7985,2.06275,9.81414,0.88357,0.78024,0.04724,0.03394,0.01942,2.36531,6.63607,0.9447,0.000301269,0.000301269,0.000301269
